content_id,author,write_time,comment_id,comment_content
https://orbi.kr/00013002312,"

플란체십고수

 "," 17/08/28 23:19
                                ", 670998 ,그거걍 짜집기라서
https://orbi.kr/00013002312,"

bc6JTnW5KOVAjI

 "," 17/08/28 23:20
                                ", 748547 ,아 현강에서 푸는 거랑 달라여?
https://orbi.kr/00013002312,"

플란체십고수

 "," 17/08/28 23:21
                                ", 670998 ,현강은 다르겠죠 ㅎㅎ
https://orbi.kr/00013002312,"

김멍

 "," 17/08/28 23:19
                                ", 548081 ,뒤로갈수록 쉽던딩
https://orbi.kr/00013002312,"

bc6JTnW5KOVAjI

 "," 17/08/28 23:20
                                ", 748547 ,이제 1회..ㅎ
https://orbi.kr/00013002312,"

김멍

 "," 17/08/28 23:21
                                ", 548081 ,저 1회 82인가그랬으욬ㅋㅋ
https://orbi.kr/00013002312,"

따루룽

 "," 17/08/29 00:31
                                ", 754229 ,저 1 92 2 88 3 85네요..
https://orbi.kr/00012981208,"

muzi

 "," 17/08/26 22:14
                                ", 648533 ,빡모>평가원 주관적인평가입니다
https://orbi.kr/00012981208,"

찰리푸스

 "," 17/08/27 18:10
                                ", 705154 ,회원에 의해 삭제된 글입니다.
https://orbi.kr/00012971032,"

JsNILejcR7K1uY

 "," 17/08/25 20:21
                                ", 731099 ,"이해원>메이져인강강사>마약,기대,dnt>top,나머지 인강강사 이정도?"
https://orbi.kr/00012971032,"

YTREWQ

 "," 17/08/25 20:38
                                ", 730926 ,이해원 난이도 어느정도에요??
https://orbi.kr/00012971032,"

강남러셀미남

 "," 17/08/25 21:43
                                ", 715187 ,샤인미 양승진 갓갓갓
https://orbi.kr/00012962416,"

도희

 "," 17/08/24 17:07
                                ", 495790 ,강옯은 질문조교님들 싹다 sky의치한 정시러들이라 진짜 어려운킬러도 기출이면 이미 풀어보신거라면서 다풀어주시는데 비교되네염...
https://orbi.kr/00012962416,"

호빵이

 "," 17/08/24 17:13
                                ", 682459 ,"오르비 가야하나 ㅜㅜ
으아 고민되네요  ㅜ"
https://orbi.kr/00012962416,"

이린님

 "," 17/08/25 01:32
                                ", 719422 ,강옯도 조심하시는게 좋아요ㅎㅎ(질문조교님들은 좋은 편 입니다)
https://orbi.kr/00012962416,"

보건환경융합과학부

 "," 17/08/24 19:04
                                ", 752145 ,세상좋네 ㅎㅎ  저런 쓰레기들도 살아가다니 
https://orbi.kr/00012962416,"

호빵이

 "," 17/08/24 23:16
                                ", 682459 ,대신 답변 감사드립니다!
https://orbi.kr/00012962416,"

진또배기

 "," 17/08/24 19:26
                                ", 612015 ,힝 지금개념강의듣는데 수능잘볼게여 ㅋㅋㅋㅋ 인천사는데 저런데도있구나...힘내세요... 독재 10가능
https://orbi.kr/00012962416,"

호빵이

 "," 17/08/24 23:16
                                ", 682459 ,그분이랑 다르죠 80일의 기적 보여주세요!
https://orbi.kr/00012962416,"

시머재종버스로의대

 "," 17/08/24 19:31
                                ", 758156 ,회원에 의해 삭제된 글입니다.
https://orbi.kr/00012962416,"

시머재종버스로의대

 "," 17/08/24 19:32
                                ", 758156 ,회원에 의해 삭제된 글입니다.
https://orbi.kr/00012962416,"

99일 전사

 "," 17/08/24 19:52
                                ", 695174 ,"그거 딱봐도 학생이 뒷조사 한게 아니라 선생이 한거거나 학원 알바생이 캐고다닌거네요~~~ㅋㅋㅋㅋㅋ
 지들이 했다고하면 법에 저촉될지도 모르고 뭔가 캥기니까~~"
https://orbi.kr/00012962416,"

호빵이

 "," 17/08/24 23:17
                                ", 682459 ,"그 학생이 저한테 전화했더라구요.
그래서 허위 사실 유포 및 신상조사에 대해서 말해줬죠 ㅎㅎ"
https://orbi.kr/00012962416,"

2018정시생

 "," 17/08/24 22:40
                                ", 634014 ,학생이 댓글 180개를 왜 찾아봤는지가 더 궁금해지네요 ㅋㅋㅋ
